user,message
Manisha Jaishwal Mnc,"Ha yrr niklo jldi
"
Abhishek MnC,"Ha dekho ho jaaye to achha h ...lkn abhi ye fsa hua h
"
Abhishek MnC,"Ghr paguch jaaye fir kitna v time lagega chalega
"
Lucky MnC,"@918917060666 ka TA duty lag gya... wrna ye khaali peeli rehta hai... ghr chhod deta tere ko
"
Lucky MnC,"https://docs.google.com/forms/d/e/1FAIpQLSfqtSbCRsTI_Lj73UF5kfClP7Uvzlp-lUXFZ3KrakIhBS94Nw/viewform?usp=send_form
"
Lucky MnC,"Wireless Network Attendance
"
Abhishek MnC,"Abhi v chhod sakt hu @917478789490 jarurat h kya
"
Lucky MnC,"puchh le.. aise haalat mein wo travel krega.. toh band baj jaayega
"
-- Raja,"❤️
"
Rishav Ranaut(MnC) Roommate,"hai kahan abhi? @917478789490
"
-- Raja,"Bus stand me..
"
Rishav Ranaut(MnC) Roommate,"bus milgyi?
"
-- Raja,"5 baje hai...
"
Abhishek MnC,"Chl sahi h ye mst lahuch jayega ghr time sw
"
-- Raja,"Subha 5 ko Asansol pauch jaunga..fir Ghar wale ayega..lene..waha se 3 hrs
"
-- Raja,"Haa
"
Rishav Ranaut(MnC) Roommate,"sahi hai
"
-- Raja,"Te log sab dost nikla be
"
Rishav Ranaut(MnC) Roommate,"dekle dawai lele temporary koi medical store hai pas to
"
-- Raja,"Haa.. paracetamol le liya hai
"
Rishav Ranaut(MnC) Roommate,"rat me thand b lgega
"
-- Raja,"Haa bhai...aise toh wo bhi nehi puchta
"
Rishav Ranaut(MnC) Roommate,"are mc
"
Lucky MnC,"usko bol chadar mod k rhe
"
Abhishek MnC,"@918839279483 kab aayega room?
"
Lucky MnC,"raat dinner time
"
Lucky MnC,"kuch kaam hai kya??
"
Abhishek MnC,"Abhi aata to kuchh khane ka lete aata ..koi na
"
Lucky MnC,"class mein hu.. mnc k waise hi 3-4 hai.. baaki sb proxy bharose💀
"
Ankit Anand Mnc,"Dieting pe h na bhai tm 🤔
"
Abhishek MnC,"Do your work ...with perfection
"
Abhishek MnC,"Ye kab bola?
"
Ankit Anand Mnc,"Non veg is liye hi chora tha na <This message was edited>
"
Abhishek MnC,"Bardas ho no rha h ab😂
"
Lucky MnC,"Bs Chicken chhoda hai... billi wo abhi bhi khaayega 🐱 <This message was edited>
"
Ankit Anand Mnc,"😂
"
Ankit Anand Mnc,"351 days abhi sehen karna h bhai tmko 🙊🙊🙊
"
"Sujit MNC Das(Patna, Howrah)","<Media omitted>
"
Sovan MnC,"Mess manager smiling in corner
"
Intaz Mnc,"@918016037286 @918839279483 nlp me proxy maar Dena koi
"
Lucky MnC,"<Media omitted>
"
Intaz Mnc,"<Media omitted>
"
Sovan MnC,"Jo log aaj fellowship form late dene k application submit kiya wo praveen se mil lena.
@919330464303 @919816668240
"
Manisha Jaishwal Mnc,"Hrr cheez me application chahiye inko
"
Lucky MnC,"earlier mnc :- sir hume nlp, dl electives chahiye

now mnc :- bhai nlp mein proxy laga dena
"
Manisha Jaishwal Mnc,"Chlo yr Aaj first class h
"
Manisha Jaishwal Mnc,"Chlo sb
"
Manisha Jaishwal Mnc,"List me naam bhi nhi hoga
"
Manisha Jaishwal Mnc,"Oye page chahiye mujhe
"
Lucky MnC,"extra form diya tha na... wo bhi galat fill kr di kya
"
Manisha Jaishwal Mnc,"Nhi re
"
Manisha Jaishwal Mnc,"Mere ko Application likh k attach kr k submit krna h
"
Lucky MnC,"https://docs.google.com/forms/d/e/1FAIpQLSdaRSAolqg2BQE8CEayh92efJBd6ydHofI7_gjhW8-ycTPBrQ/viewform?usp=send_form
"
Lucky MnC,"NLP Attendance
"
Ankit Anand Mnc,"Isme to kafi Kuch bharna h
"
Ankit Anand Mnc,"Credit based hi h hmlog ka na <This message was edited>
"
Intaz Mnc,"Haa
"
Ankit Anand Mnc,"Okok
"
Lucky MnC,"thik hai le lena
"
-- Raja,"Kiske pas flames webseries hai toh telegram PE bhej do
"
Sovan MnC,"https://docs.google.com/forms/d/e/1FAIpQLScKUXWPnUTMq-fCNU8V0DjuthqTkIKgXhVP0aUXKMpfM0Mehw/viewform
"
Lucky MnC,"https://docs.google.com/forms/d/e/1FAIpQLScKUXWPnUTMq-fCNU8V0DjuthqTkIKgXhVP0aUXKMpfM0Mehw/viewform?usp=send_form
"
Sovan MnC,"NLP attendance
"
-- Raja,"You deleted this message
"
Lucky MnC,"<Media omitted>
"
Manisha Jaishwal Mnc,"@917478789490 bus mili ??
"
-- Raja,"Haa...bus me hun
"
Manisha Jaishwal Mnc,"Acha
"
Ashish Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"https://www.instagram.com/reel/C1o6tzbxTWl/?igsh=MTN0dDc2N2dtdmx3bw==
"
Manisha Jaishwal Mnc,"Yrr net hi nhi chl rha
"
Manisha Jaishwal Mnc,"Bekar room pr aayi
"
Ankit Anand Mnc,"Hey
"
Ankit Anand Mnc,"Sheet h kisi ke paas ?
"
Ankit Anand Mnc,"Jisme number rehta h
"
Manisha Jaishwal Mnc,"Kiska number ??
"
Souvik IIT Patna MnC,"https://bit.ly/SWB_IITP
"
Ankit Anand Mnc,"🙏
"
Rishav Ranaut(MnC) Roommate,"web series btao koi nai aai hai to
"
Rishav Ranaut(MnC) Roommate,"@918092038595 killer soup ka link bhejna manoj bajpayee ki hai
"
Ankit Anand Mnc,"Fever h bhai
"
Ankit Anand Mnc,"Thik lagega to Hm bhej denge
"
Rishav Ranaut(MnC) Roommate,"okay
"
Rishav Ranaut(MnC) Roommate,"tbiyat thik lgega ya soup?
"
Ankit Anand Mnc,"Tabyet bhai 🥶
"
Rishav Ranaut(MnC) Roommate,"ohkk
"
Rishav Ranaut(MnC) Roommate,"take care
"
Ankit Anand(MnC) Ranchi..Dost,"https://new.m4u.lol/number/15754
"
Rishav Ranaut(MnC) Roommate,"milgyi bhai
"
Rishav Ranaut(MnC) Roommate,"thanks
"
-- Raja,"Guys ghar pauch gya..Abhi pura sarir me ho gya hai...aur bohot dard kar raha hai..

Thankyou
"
Abhishek MnC,"Chhedchhad mt karna usko ...ni to daag ho jayega
"
-- Raja,"@918917060666 tune sahi bola tha..ghar jate jate pura body me ho jayega
"
-- Raja,"Thik hai
"
Abhishek MnC,"Aree mujhe v hua tha ...patna se gaya jaate jaate hi bahut jyada ho gya tha
"
Ankit Anand Mnc,"Kosis karo neem ka paata dher saara apne aas paas rakho , thoda relief milega
"
Ankit Anand Mnc,"Small h na ,,, bada wala nai h na ?
"
-- Raja,"Thik hai..noted
"
-- Raja,"Nehi..small hai
"
Ankit Anand Mnc,"Accha thik ho jaega
"
Souvik IIT Patna MnC,"Theek hai ab pura rest lo
"
-- Raja,"Haa Bhai
"
Abhishek MnC,"Gf se baat ni karna hota h is bimari me
"
Ankit Anand Mnc,"GF nai h , boudi h hmari
"
-- Raja,"😂
"
Ankit Anand Mnc,"Sahi samay h bhai shadi kar lo
"
-- Raja,"Kya sahi samay 😅
"
Souvik IIT Patna MnC,"1cr laga ki shaadi kar lega @917478789490
"
Abhishek MnC,"Seth ji jaana h class?
"
Abhishek MnC,"12 bje wlaa
"
Ankit Anand Mnc,"Ho sakta h shadi pehle kar le to 2 cr ka lag jae , ladki lakshmi hoti h
"
Ankit Anand Mnc,"Nai bhai , Aaj Pura rest pe h
"
Abhishek MnC,"R502 wahi wlaa building h na
"
Abhishek MnC,"Edges computing wla
"
Ankit Anand Mnc,"Ha 5th floor
"
Ankit Anand Mnc,"Ha
"
Abhishek MnC,"Thik h
"
Abhishek MnC,"Batuk kab aa rha h ?@917905298719
"
Souvik IIT Patna MnC,"@917478789490 tera status dekh ke Lucky bol Raha hai ki tera proxy nahi lagayega
"
-- Raja,"Mereko lag hi raha tha..aisa kuch ho sakta hai...@918839279483 dost hai bhai..proxy maar de .. please
"
-- Raja,"@918839279483 tere lia kuch karta hun mai iss bar
"
Souvik IIT Patna MnC,"Lucky ka mood dekh ke lag raha hai nehi hoga ab kuch
"
Souvik IIT Patna MnC,"Bohot naraz hai, mere pass hi baitha hai
"
-- Raja,"Mana usko bhai
"
Lucky MnC,"petrol daal k aag laga de mujhe... Bs aise mt jala 😭
"
Souvik IIT Patna MnC,"🤣🤣🤣🤣🤣🤣🤣
"
Lucky MnC,"<Media omitted>
"
Intaz Mnc,"<Media omitted>
"
Souvik IIT Patna MnC,"@918340354033 bhi Bhai
"
Sovan MnC,"Shakti to class bhi diya
"
Sovan MnC,"Shaktis lecture
"
Intaz Mnc,"<Media omitted>
"
Sovan MnC,"@917891273930 mujhe bhi samjha de
"
Manisha Jaishwal Mnc,"Neem ka pata rkho
"
-- Raja,"<Media omitted>
"
Ashish Mnc,"Today
"
Abhishek MnC,"Okhay. 👍
"
Abhishek MnC,"Bring something to eat
"
Ashish Mnc,"Ha😂
"
Mintu MnC,"https://docs.google.com/forms/d/e/1FAIpQLSfqtSbCRsTI_Lj73UF5kfClP7Uvzlp-lUXFZ3KrakIhBS94Nw/viewform?usp=send_form
"
Mintu MnC,"Wireless attandance
"
Lucky MnC,"koi WN class nhi aaya.... sb laundiyabaaz bhare hai mnc mein😌 <This message was edited>
"
Ashish Mnc,"Abhi to maine suru bhi nhi ki😂
"
Mintu MnC,"MnC Wale ko just suna h 😆😆😆😆
"
Souvik IIT Patna MnC,"Tum bas laundiyabaaz maat ban jaana
"
Souvik IIT Patna MnC,"MnC needs you
"
Rishav Ranaut(MnC) Roommate,"hostel aa jaye to msg krna @918839279483 senior k pas jana h
"
Ankit Anand Mnc,"Areee bhai , lucky room me h
"
Ankit Anand Mnc,"😴😴😴sleeping
"
Rishav Ranaut(MnC) Roommate,"acha ata hu
"
-- Raja,"DAA me kya hua aj?
"
Souvik IIT Patna MnC,"Tower of Hanoi and Matrix Multiplication
"
Souvik IIT Patna MnC,"Attendance nahi hua
"
Rishav Ranaut(MnC) Roommate,"usko bolo slides upload kre bc
"
-- Raja,"Bola tha.
Next week karunga
"
Rishav Ranaut(MnC) Roommate,"ek kri hai woi max min bali
"
-- Raja,"Matrix multiplication k liye kya kya Algorithm kia..bro?
"
-- Raja,"Achha
"
Souvik IIT Patna MnC,"Sirf .. Normal Recursion wala karwaya aj
"
Souvik IIT Patna MnC,"Next day Strassen's karwayega
"
-- Raja,"Okay okay
"
Rishav Ranaut(MnC) Roommate,"recursion k alawa ni krayega kya wo kuch
"
-- Raja,"🤣🤣🤣🤣
"
Souvik IIT Patna MnC,"🤣🤣🤣🤣🤣
"
Manisha Jaishwal Mnc,"Unke slides me kch khas milega nhi waise
"
Manisha Jaishwal Mnc,"Rest kro yha aa kr padhna
"
Manisha Jaishwal Mnc,"Tu single mst h
"
Manisha Jaishwal Mnc,"Bed pr aas pas rkh k sote the hmare me toh tmhara pta nhi
"
-- Raja,"Kya chis? Neem?
"
Manisha Jaishwal Mnc,"Ha
"
-- Raja,"Bed k pas hi hai
"
Manisha Jaishwal Mnc,"Chandan ko lgate the
"
Manisha Jaishwal Mnc,"Usse acha lgta tha
"
-- Raja,"Achha...thik hai..
"
Sovan MnC,"<Media omitted>
"
Lucky MnC,"<Media omitted>
"
Manisha Jaishwal Mnc,"Guys kl chutti h
"
Manisha Jaishwal Mnc,"Aaram krna
"
Manisha Jaishwal Mnc,"Seminar vegera hoga nhi
"
Manisha Jaishwal Mnc,"Toh holiday full day
"
Rishav Ranaut(MnC) Roommate,"deep learning and wireless hai
"
Manisha Jaishwal Mnc,"Wireless k liye @918839279483 h n <This message was edited>
"
Rishav Ranaut(MnC) Roommate,"🥲
"
Ashish Mnc,"He is not well
"
Manisha Jaishwal Mnc,"Thik tb Mai chli jaungi @918839279483 tnsn nhi lo ek din aaram kro tum
"
Manisha Jaishwal Mnc,"Aur ghume mai bol rhi thi jacket ki chain khol k subha 7 bje thande pani se naha kr
"
Ashish Mnc,"Aur dusro ka bhi lga dogi na attendance
"
Manisha Jaishwal Mnc,"But thik ho jayega
"
Manisha Jaishwal Mnc,"Dawai h mere pas sari cheezo ki agr chaiye hoga toh bta dena
"
Manisha Jaishwal Mnc,"Ha thik
"
Ashish Mnc,"@918839279483 Btao baat nhi mane iska
"
Rishav Ranaut(MnC) Roommate,"dil ki dawai nhi hogi
"
Manisha Jaishwal Mnc,"Roomate dega
"
Ashish Mnc,"Ye konsa disease hai?
"
Rishav Ranaut(MnC) Roommate,"😂😂
"
Ashish Mnc,"Roommate to dosti me pagal hogya hai
"
Ashish Mnc,"@917478789490 dosti badhiya chal rhi na😂
"
-- Raja,"Bsdk
"
Abhishek MnC,"https://www.facebook.com/ramesh.sundaram/videos/1109767190376759/?mibextid=AQCFcj8imgClWYJ5
"
Abhishek MnC,"The legend once again😂
"
Manisha Jaishwal Mnc,"Kaun h ??
"
Abhishek MnC,"Made esy eash ke sarvsreth faculty 😂
"
Ashish Mnc,"Kaha hai tum?
"
Abhishek MnC,"Room
"
Ashish Mnc,"Aao mere room me
"
Abhishek MnC,"Blanket me ghuse h
"
Abhishek MnC,"Kaam batao?
"
Ashish Mnc,"Rhne do tb
"
Abhishek MnC,"Ka hua?
"
Manisha Jaishwal Mnc,"Mithai laya h tmhare liye
"
Abhishek MnC,"Mithai ni laya h
"
Manisha Jaishwal Mnc,"Acha
"
-- Raja,"null
"
Ashish Mnc,"Jyada hogya hai
"
-- Raja,"Haa
"
Ankit Anand(MnC) Ranchi..Dost,"Bhai non veg kha rahe kya?
"
Suraj Kumar,"Thik ho jayega tnson k baat nhi hai
"
Lucky MnC,"sethji k saath bahut galat kiya.... usi ka natija hai ye😌
"
Ashish Mnc,"Kya galat kiya?
"
Lucky MnC,"janam din ki raat ka incident bhul gye🙂
"
Ashish Mnc,"Achcha 😂
"
Souvik IIT Patna MnC,"Ek Dev Manush ke saaath aisa kaand kiya isliye bhagwan usee saja de diya
"
Ashish Mnc,"Nhi krna chahiye tha
"
Lucky MnC,"karma comes back😅
"
Souvik IIT Patna MnC,"Karma is a bitch
"
-- Raja,"You deleted this message
"
Manisha Jaishwal Mnc,"Bengali sb daily khate syad
"
Manisha Jaishwal Mnc,"Abe mt khai
"
Manisha Jaishwal Mnc,"Khao
"
-- Raja,"@918092038595 maaf kar de
"
Manisha Jaishwal Mnc,"Thik nhi hoga
"
-- Raja,"Nehi veg
"
Manisha Jaishwal Mnc,"Ghr me nhi bn rha n??
"
-- Raja,"Nehi
"
Manisha Jaishwal Mnc,"Tb thik h
"
Manisha Jaishwal Mnc,"Rest kro
"
-- Raja,"Doctor ne bola ki follow high protein diet...  fish, egg ye sab khane bola
"
-- Raja,"Thik hai
"
Ankit Anand Mnc,"Accha
"
Manisha Jaishwal Mnc,"Hmlog Dr k pas jate hi nhi isme🤣🤣 Bina medicine k thik hota
"
Ankit Anand Mnc,"Virus disease h , iska medicine nai hota
"
Ankit Anand Mnc,"Bs suppliments mill sakta h
"
Manisha Jaishwal Mnc,"Acha
"
Abhishek MnC,"Same😂
"
Ankit Anand Mnc,"Aur jb thik ho jata h tb doctor cream de dete daag hat jae is liye
"
Souvik IIT Patna MnC,"Viagra khaa le @917478789490
"
-- Raja,"Sure?
"
Souvik IIT Patna MnC,"No second thoughts broo
"
Abhishek MnC,"Mt khana viagra ...viagra khane se chije badi hoti h 🌚
"
-- Raja,"Konsa chis?
"
Abhishek MnC,"Pox bda ho jayega 😂
"
-- Raja,"Ohh
"
Ankit Anand Mnc,"Areee 😂😂😂
"
Ankit Anand Mnc,"Rest karo
"
Lucky MnC,"agar zindagi mein chahiye khushi, toh honi chahiye ek pu*** <This message was edited>
"
Souvik IIT Patna MnC,"Uska hai na
"
Souvik IIT Patna MnC,"The girl next door
"
Abhishek MnC,"Intaz bhai khus h fir to
"
-- Raja,"@918135844498
"
Intaz Mnc,"+1
"
Intaz Mnc,"<Media omitted>
"
Souvik IIT Patna MnC,"pu*** ka matlab bhi koi batao
"
Souvik IIT Patna MnC,"☹️
"
Lucky MnC,"pr tu jb bhi ghar jaata hai... billi khaa k aata hai💀
"
Souvik IIT Patna MnC,"Noooo... Only chicken and egg khata hu
"
Souvik IIT Patna MnC,"Billi se toh mai pyar karta hu
"
Lucky MnC,"kya pta bhai... bengali sb khaa jaate hai😌
"
Souvik IIT Patna MnC,"🤣🤣🤣🤣🤣🤣🤣
"
Souvik IIT Patna MnC,"R e Bengali hu... Chinese nahi
"
-- Raja,"Mai bhi yehi likhne wala tha
"
Manisha Jaishwal Mnc,"CS547 left kr de ??
"
Shakti Singh Mnc,"Ye kon sa course h?
"
Souvik IIT Patna MnC,"Computer Security
"
Manisha Jaishwal Mnc,"Ha
"
Rishav Ranaut(MnC) Roommate,"kehna kya chahti ho
"
Asutosh MnC,"Department mein sign ho gaya hai kya?
"
Ashish Mnc,"Ha
"
Manisha Jaishwal Mnc,"Mera ho gya?
"
Ashish Mnc,"Aree yaar 
Phle bolna tha na
"
Manisha Jaishwal Mnc,"Btao n nhi kiye.?
"
Manisha Jaishwal Mnc,"Jati hu tb
"
Ashish Mnc,"Hojayega
"
Lucky MnC,"@917891273930 @919816668240 @917849932214 @919330762167  ka chhod k sbka kr diye hai
"
Ashish Mnc,"Kal se Dhruv ka bhi krdena
"
Ashish Mnc,"17/01 se
"
Lucky MnC,"aaj hi 17 hai
"
Ashish Mnc,"Kal krdenge sign
"
Ashish Mnc,"https://docs.google.com/forms/d/e/1FAIpQLSfqtSbCRsTI_Lj73UF5kfClP7Uvzlp-lUXFZ3KrakIhBS94Nw/viewform?usp=send_form
"
Ashish Mnc,"Wireless Networks
"
-- Raja,"Done
"
Lucky MnC,"@919123870910 bhai ye geotech conference ka khaane peene ka pta chle toh batana... puree mnc chlenge saath mein
"
Asutosh MnC,"Haa bhai haa
"
Asutosh MnC,"Bass jagah ka inspection karne chalna hai ki kaha ho raha hai
"
Lucky MnC,"Geotech Conference date :- 18 to 20 jan
"
Asutosh MnC,"Hmm
"
Ashish Mnc,"Aaj @917980971131 aur @918340354033 ko pta chal gya Wireless Networks lene ka fayda 😂
"
Souvik IIT Patna MnC,"Kyu vai kya hua hai?
"
Ashish Mnc,"Puchna in dono se hi
"
Lucky MnC,"@917903412729  .... @918340354033  jbse wireless network class se aaya hai... tbse sonam k liye pagalaya hua hai... ab tu hi hai jo inka baat jama skti hai
"
Ashish Mnc,"Mst jodi bnegi😂🤣 <This message was edited>
"
Lucky MnC,"ab se koi bhi mnc mein bhabhi ji ko mia nhi bolega😂
"
Ashish Mnc,"Zarur Bhai zarur
"
Suraj Kumar,"Sala lucky tabhi tmko khusbu gali deti h
"
Suraj Kumar,"Badnam kar diya h
"
Lucky MnC,"feeling bataoge nhi.. toh baat kaise aage badhega🙁
"
Sovan MnC,"<Media omitted>
"
Ashish Mnc,"😂
"
Suraj Kumar,"Tu apna setting karwa usse
"
Sovan MnC,"Claas late aaya karo
"
Lucky MnC,"Aur jaha tk baat @919971327753 ki hai... ye sone k katore ko bhi gaali degi... ye nhi dekhegi.. katora sone ka hai🤣 <This message was edited>
"
Manisha Jaishwal Mnc,"Phele ye toh puch lo single hai ki nhi
"
Suraj Kumar,"Lucky ka setting karwa usse
"
Lucky MnC,"Olx... Purana jaayega... tbhi naya aayega😂
"
Suraj Kumar,"Whi mara h
"
Lucky MnC,"Wo already boli hai.. mera probability 0 hai.. isliye mai bolta ab😂
"
Suraj Kumar,"Hamko badman kar rha h  pasand lucky ko h wo
"
Ashish Mnc,"Body bna rha Suraj isiliye
Nipta dega Jo bhi aayega aage
"
Sovan MnC,"Aj 20 kg liya. Kal 50
"
Suraj Kumar,"Sala sab grouping kar liya h
"
Lucky MnC,"aur phir parso usee🤣
"
Suraj Kumar,"Mera against
"
Suraj Kumar,"<Media omitted>
"
Abhishek MnC,"Bhari sajis😂
"
Khusboo,"De dena sone ka Katori
"
Abhishek MnC,"Gaali sun ab lucky
"
Ashish Mnc,"60 kg hi to hoga bs uska
"
Abhishek MnC,"😂
"
Khusboo,"Phir btaungi kya krungi usme
"
Lucky MnC,"kyuki.. aadha cake 🍰 yhi hadap leta hai.. isliye😂
"
Suraj Kumar,"Whi katori se lucky k muhh fod dena
"
Suraj Kumar,"Hum sath h
"
Suraj Kumar,"Tera v itna
"
Ashish Mnc,"Eat ~healthy~
"
Khusboo,"Lucky ka kaam h kisi ka naam kisi ke saath jod dena , khud ki fantasy puri krta bas
"
Lucky MnC,"Katori gya tel lene.. Mujhe ye bata whatsApp mein apne naam ka wait krti rehti hai.. jaise hi koi naam liya group.. activate ho jaati hai
"
Khusboo,"Behh yaar
"
Suraj Kumar,"Lucky bhai maff kar de
"
-- Raja,"<Media omitted>
"
Khusboo,"Main abhi baithi hun aakar tm to bas
"
-- Raja,"Mess ka yaad a raha ab
"
Abhishek MnC,"Bcye kya dekh liya...🤣
"
Lucky MnC,"haan mai ye kr leta hu.. tb tk tu Dream 11 pe team bana
"
Abhishek MnC,"Room jaake chhuna padega <This message was edited>
"
Ashish Mnc,"Hai kya ye😒
"
Khusboo,"Ja yaar tu
"
Ashish Mnc,"Kya
"
Suraj Kumar,"Nhi mera badle tu chu le
"
Lucky MnC,"Padosi set kroge.. Toh yhi khaane ko milega shaadi k baad.. Dekh le😂
"
Abhishek MnC,"Aisa ni hota suraj...jisko maafi chahiye usi ko chhuna padta h
"
Lucky MnC,"mai raja nhi hu.. mai ye sbse durr rehta😂
"
Abhishek MnC,"Pair chhune ki baat kr rha tha m😂
"
Lucky MnC,"jaa k cse waalo k pair chhuye.. wahi iski jodi banwa skte
"
Lucky MnC,"mujhe koi maafi waafi nhi chahiye
"
-- Raja,"Maine kab pair chua?
"
Suraj Kumar,"Lucky tum jao tumhe pagal h uske piche din bhar uska baat krta rehta h
"
-- Raja,"Gale me kuch fas gya lag raha
"
Abhishek MnC,"Gale ke andar v dana ho gya  hoga
"
Lucky MnC,"khichdi, daliya wagera khaao bhai...
"
Lucky MnC,"aur iska idhar update mt de.. pehle washroom jaa.. udhar gala saaf kr😅
"
-- Raja,"🤣🤣
"
Ashish Mnc,"Update Dena kahi aur tha
"
Suraj Kumar,"<Media omitted>
"
Abhishek MnC,"Jabtak thik ni ho jaata tabtak fasa hi rahega
"
Abhishek MnC,"@918839279483 after became proxy manager 😂
"
Ashish Mnc,"Respect 🔥
"
Lucky MnC,"sahi hai.. ab log kahi aur attendance dene lag gye😏 <This message was edited>
"
Manisha Jaishwal Mnc,"Khi aur try kro yrr ek do dost h meri usko chod do
"
Rishav Ranaut(MnC) Roommate,"ho jayegi setting to usse tumhe kya hoga
"
Rishav Ranaut(MnC) Roommate,"logic left the chat
"
Ashish Mnc,"Dekh le lucky
Iska proxy lgane ka koi fayda nhi
"
-- Raja,"Khun thodi kar raha..pyar manga hai bas
"
Ashish Mnc,"Sahi baat hai
"
Abhishek MnC,"Ha usko chhod do🌚
"
-- Raja,"🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
"
Ashish Mnc,"Lg to Aisa rha Saadi ke baad dost ko bhi apne saath lejayegi
"
Suraj Kumar,"Lucky k baat Karo usse bhut helping nature h lucky
"
Suraj Kumar,"Help karega hamesa uska
"
Rishav Ranaut(MnC) Roommate,"kisme
"
Abhishek MnC,"Tb to khus ho jayega tu..🤣🤣
"
Ashish Mnc,"Sb kuch me
"
Ashish Mnc,"Are bsdk😂
"
Rishav Ranaut(MnC) Roommate,"u mean pdhaai me
"
Ashish Mnc,"Extra classes
"
Rishav Ranaut(MnC) Roommate,"🤣🤣🤣
"
-- Raja,"Kya matlab syllabus k bahar ka padhai
"
Abhishek MnC,"Yhi to dikkat h sabka help karne lg gya to...😂
"
Rishav Ranaut(MnC) Roommate,"ho skta h😂
"
Ashish Mnc,"Lessons of life
"
Manisha Jaishwal Mnc,"Nhi alg ghr me shadi hogi bf same thodi h
"
Ashish Mnc,"Saadi hogi hi na 
Lucky me kya kharabi hai
"
Manisha Jaishwal Mnc,"Bolti hu tmhari baat vha tk pahuch jayegi @918839279483
"
Manisha Jaishwal Mnc,"Uske liye koi aur h
"
Abhishek MnC,"Bf same rahne pe ho jaati h kya shadi ek ghr me?
"
Rishav Ranaut(MnC) Roommate,"are😂😂
"
Lucky MnC,"<Media omitted>
"
Ashish Mnc,"Are Saala apna benefit dekh rha bs
"
-- Raja,"🤣🤣😅
"
Manisha Jaishwal Mnc,"Hein ?? Bf same bhi hota ??
"
Manisha Jaishwal Mnc,"<Media omitted>
"
Rishav Ranaut(MnC) Roommate,"deko
"
Ashish Mnc,"Ha agar Ameer ho to
"
-- Raja,"Proof bhi bhej dena..
"
Abhishek MnC,"Lo ...kaise karogi is zalim du iya ka samna
"
Manisha Jaishwal Mnc,"House husband se shadi krni h hme
"
Manisha Jaishwal Mnc,"Ok
"
Abhishek MnC,"Green jacket 🤣
"
Rishav Ranaut(MnC) Roommate,"house husband kya hota bc
"
-- Raja,"🤣🤣
"
Manisha Jaishwal Mnc,"Hrr koi tumlog ki trah nhi hota
"
-- Raja,"Bekar..nalla.. berozgar
"
Abhishek MnC,"Gussa rhi h ab🤣
"
Manisha Jaishwal Mnc,"Hein ?? Housewife ko bhi yhi bolte hoge
"
Ashish Mnc,"Kuch log chutiye bhi hote hai
Yhi na
"
Manisha Jaishwal Mnc,"Mst egg kha k aayi hu mood acha h
"
-- Raja,"Ye consa card hai? @918917060666 isko kya bolte hai?
"
Abhishek MnC,"Non veg ki baat mt kro idhr
"
-- Raja,"Biggest comeback
"
Manisha Jaishwal Mnc,"Hrr jagah try krte
"
Manisha Jaishwal Mnc,"Guys suno
"
Manisha Jaishwal Mnc,"2 ko chlna h
"
Manisha Jaishwal Mnc,"Dance dekhne
"
Rishav Ranaut(MnC) Roommate,"kiska
"
Manisha Jaishwal Mnc,"Meri dost ka dance h
"
Manisha Jaishwal Mnc,"Sbko aana h
"
-- Raja,"Topic change mat karo
"
Ashish Mnc,"Kya try Kiya?
"
Rishav Ranaut(MnC) Roommate,"prop night hoti na us din
"
Manisha Jaishwal Mnc,"Anwesha
"
Lucky MnC,"Housewife bol k *Reverse UNO card* khel  rhi wo🙂 <This message was edited>
"
Ashish Mnc,"Konsi vali?
"
Manisha Jaishwal Mnc,"Areh ldki pr try krte
"
Rishav Ranaut(MnC) Roommate,"pardon my spell
"
Manisha Jaishwal Mnc,"Hai ek
"
Manisha Jaishwal Mnc,"Mil kr smjhana itne tough tough words
"
Rishav Ranaut(MnC) Roommate,"ldki patani pdegi us raat ke liye
"
-- Raja,"Hai ek -> ek hi hai <This message was edited>
"
Manisha Jaishwal Mnc,"Hein ?? Tmhare pas kmi h ??
"
Lucky MnC,"Coding mein isee bruteforce method bolte hai... pata nhi kaha baat bn jaaye
"
Abhishek MnC,"Kitna nich soch h chhi😌
"
Ashish Mnc,"Chal na 
Kuch bhi bolne se nhi hota
"
Rishav Ranaut(MnC) Roommate,"😂😂😂
"
Manisha Jaishwal Mnc,"Jo ki TLE deta
"
Manisha Jaishwal Mnc,"MnC Wale isliye single h 🤣 apne me hi dance kr lete
"
-- Raja,"Aur security me Brute force attack
"
Manisha Jaishwal Mnc,"Abe shutup
"
Rishav Ranaut(MnC) Roommate,"mujhe lga tha ye smjhaar hogyi hai
"
Ashish Mnc,"Kyuki bekar hai sb
"
-- Raja,"Har baar nehi deta
"
Lucky MnC,"Tu help bhi toh nhi krti🙂
"
